id	file	section	line	kind	disposition	target	duplicate_of	near_duplicate_of	sentence	phase3
R0680	.agents/contracts/document-confirmation.md	Status and upstream review	99	method	split	contract:confirmation + gate			After editing an owning upstream document:	split:contract:confirmation + gate
R0681	.agents/contracts/document-confirmation.md	Status and upstream review	102	method	split	contract:confirmation + gate			Resolve reverse dependencies, including product-local files.	split:contract:confirmation + gate
R0682	.agents/contracts/document-confirmation.md	Status and upstream review	102	gate-candidate	gate	gate			Body fingerprint differences, missing/added/removed inputs, and upstream `stale` propagate to dependents, even if their own bodies did not change.	executable:pipeline definition
R0683	.agents/contracts/document-confirmation.md	Status and upstream review	102	method	split	contract:confirmation + gate			Automatic detection is a review trigger; it does not establish that the semantic decision is wrong.	split:contract:confirmation + gate
R0684	.agents/contracts/document-confirmation.md	Status and upstream review	102	method	split	contract:confirmation + gate			For no material effect, update only that artifact's dependency snapshot.	split:contract:confirmation + gate
R0685	.agents/contracts/document-confirmation.md	Status and upstream review	102	confirmation	contract:confirmation	contract:confirmation			Preserve an unchanged valid user confirmation; do not ask the user to approve the same decision again.	moved:contract:confirmation
R0686	.agents/contracts/document-confirmation.md	Status and upstream review	102	method	split	contract:confirmation + gate			Explain a consequential no-effect judgment in the task response or Git change text, not in a new project log.	split:contract:confirmation + gate
R0687	.agents/contracts/document-confirmation.md	Status and upstream review	102	prohibition	split	contract:confirmation + gate			Keep this marker until the correction and any required user confirmation are complete; merely copying current hashes must not clear a known problem.	split:contract:confirmation + gate
R0688	.agents/contracts/document-confirmation.md	Status and upstream review	102	confirmation	contract:confirmation	contract:confirmation			Once the owner's decision is current, update its dependency snapshot and remove `review.stale`.	moved:contract:confirmation
R0689	.agents/contracts/document-confirmation.md	Status and upstream review	102	method	split	contract:confirmation + gate			Refresh confirmation only after explicit user confirmation of the revised body.	split:contract:confirmation + gate
R0690	.agents/contracts/document-confirmation.md	Status and upstream review	120	confirmation	contract:confirmation	contract:confirmation			There is no standalone Evidence document, approval registry, or change register.	moved:contract:confirmation
R0691	.agents/contracts/document-confirmation.md	Status and upstream review	120	evidence	split	contract:confirmation + gate			Client facts and material source attribution stay with the owning statement; external sources stay in the product Research; asset provenance stays in Assets.	split:contract:confirmation + gate
R0692	.agents/contracts/document-confirmation.md	Status and upstream review	120	inheritance	split	contract:confirmation + gate			Never turn a commit, an agent answer, a review snapshot, or an inherited approval into new user consent.	split:contract:confirmation + gate
R0693	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			The projection/navigation names singlepage while the status badge stays concise; this is not confirmation by the startup project's user.	moved:contract:confirmation
R0694	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			New or changed startup content without its own confirmation is unconfirmed, even when its singlepage base is approved.	moved:contract:confirmation
R0695	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			An explicit startup false overrides base true, including a metadata-only file.	moved:contract:confirmation
R0696	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			Startup may explicitly confirm inherited text without copying it.	moved:contract:confirmation
R0697	.agents/contracts/document-confirmation.md	Layer resolution	128	method	contract:confirmation	contract:confirmation			Its hash covers the full resolved document, including every retained base section.	moved:contract:confirmation
R0698	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			For partial overrides, record the full resolved body's hash, never just the startup fragment.	moved:contract:confirmation
R0699	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			Both default and startup source views evaluate that same confirmation while the source view still displays only its local fragment.	moved:contract:confirmation
R0700	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			A change hidden by a startup replacement does not change the effective body.	moved:contract:confirmation
R0701	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			An unchanged inherited document inherits its input snapshot; a changed startup body needs its own.	moved:contract:confirmation
R0702	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			A metadata-only startup `review` replaces that review object atomically, so a local impact review can clear inherited staleness without copying the body.	moved:contract:confirmation
R0703	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			Its confirmation still belongs to the user/layer that actually approved it.	moved:contract:confirmation
R0704	.agents/contracts/document-confirmation.md	Layer resolution	128	inheritance	contract:confirmation	contract:confirmation			Compare effective inputs: hidden changes in replaced base sections do not invalidate startup dependents.	moved:contract:confirmation
R0705	.agents/contracts/document-confirmation.md	Layer resolution	128	gate-candidate	contract:confirmation	contract:confirmation			Products keep atomic catalogs: confirmation belongs to files in the selected product's own layer, with no per-product fallback or cross-product approval.	moved:contract:confirmation
R0706	.agents/contracts/document-confirmation.md	Layer resolution	151	method	contract:confirmation	contract:confirmation			The shared agent loader and Studio use the same parser, merger, and confirmation resolver.	moved:contract:confirmation
R0707	.agents/contracts/document-confirmation.md	Layer resolution	151	confirmation	contract:confirmation	contract:confirmation			Do not write a default file, approval registry, or a second editable status copy.	moved:contract:confirmation
R0708	.agents/contracts/document-confirmation.md	Layer resolution	151	evidence	contract:confirmation	contract:confirmation			Source descriptions and header help explain the document's purpose and how the operator uses it; editing paths and technical dependency information stay in the source metadata area below the document.	moved:contract:confirmation
R0709	.agents/contracts/document-confirmation.md	Stage gates and GitHub baseline	159	inheritance	split	gate + contract:github			Strategy, Brand, and complete Design approval gates read valid confirmation metadata for the active project's layer.	split:gate + contract:github
R0710	.agents/contracts/document-confirmation.md	Stage gates and GitHub baseline	159	inheritance	split	gate + contract:github			Inherited framework approval cannot satisfy a startup approval gate.	split:gate + contract:github
R0711	.agents/contracts/document-confirmation.md	Stage gates and GitHub baseline	159	confirmation	split	gate + contract:github			Read approval directly from the owning document; do not duplicate it in a gate table or separate checklist.	split:gate + contract:github
R0712	.agents/contracts/document-confirmation.md	Stage gates and GitHub baseline	159	method	split	gate + contract:github			Other document statuses report review state without replacing their existing factual completion criteria.	split:gate + contract:github
R0713	.agents/contracts/document-confirmation.md	Stage gates and GitHub baseline	159	evidence	split	gate + contract:github			Document confirmation never certifies individual market claims, runtime behavior, generated assets, or permission to publish.	split:gate + contract:github
R0714	.agents/contracts/document-confirmation.md	Stage gates and GitHub baseline	167	gate-candidate	gate	gate			Once metadata is present it is authoritative: false or a mismatched fingerprint cannot be rescued by an old approved sentence in the body.	executable:pipeline definition
R0715	.agents/contracts/document-readability.md	Review readability and completeness	3	readability	duplicate	workflow (one readability paragraph)			Strongly prefer one reviewable topic per page, normally readable in five to seven minutes (roughly 1,400 words).	removed:restatement (workflow working rules own it)
R0716	.agents/contracts/document-readability.md	Review readability and completeness	3	method	split	workflow + duplicate			This is an editorial target, not a pass/fail limit.	split:workflow + duplicate
R0717	.agents/contracts/document-readability.md	Review readability and completeness	3	readability	duplicate	workflow (one readability paragraph)			There is no maximum word, line, source, segment, table-row or aggregate-file count.	removed:restatement (workflow working rules own it)
R0718	.agents/contracts/document-readability.md	Review readability and completeness	3	gate-candidate	split	workflow + duplicate			Do not count either as one linear review page or truncate it in loaders, validators, exports or agent output.	split:workflow + duplicate
R0719	.agents/contracts/document-readability.md	Review readability and completeness	10	method	split	workflow + duplicate			Keep the main document self-contained for its decision.	split:workflow + duplicate
R0720	.agents/contracts/document-readability.md	Review readability and completeness	10	gate-candidate	split	workflow + duplicate			Remove repeated prose, then group long material into named, navigable pages registered in the product catalog.	split:workflow + duplicate
R0721	.agents/contracts/document-readability.md	Review readability and completeness	10	evidence	split	workflow + duplicate			An overview summarizes conclusions and points to detail; it never replaces or silently drops the evidence.	split:workflow + duplicate
R0722	.agents/contracts/document-readability.md	Review readability and completeness	10	method	split	workflow + duplicate			If splitting would break necessary context, keep a longer page.	split:workflow + duplicate
R0723	.agents/contracts/document-readability.md	Review readability and completeness	10	prohibition	split	workflow + duplicate			Missing information cannot be justified by the reading-time target.	split:workflow + duplicate
R0724	.agents/contracts/document-readability.md	Review readability and completeness	19	gate-candidate	split	workflow + duplicate			Use the canonical primary headings and existing shared page browser; additional pages need no uniform Markdown body schema.	split:workflow + duplicate
R0725	.agents/contracts/document-readability.md	Review readability and completeness	19	evidence	split	workflow + duplicate			Summarization must preserve meaning, source ownership and traceability.	split:workflow + duplicate
R0726	.agents/contracts/document-readability.md	Review readability and completeness	19	confirmation	split	workflow + duplicate			Do not create duplicate facts or an approval summary.	split:workflow + duplicate
R0727	.agents/contracts/document-readability.md	Review readability and completeness	19	method	split	workflow + duplicate			Review status stays in metadata and the header, not in editorial prose.	split:workflow + duplicate
R0728	.agents/contracts/editorial-pass.md	Final editorial pass	3	evidence	duplicate	contract:editorial			Apply this contract whenever an agent writes or returns prose intended for a person: workspace documents, research, plans, reports, issue and PR text, handoffs, documentation, interface copy, presentation text, emails, comments, and the prose around technical results.	removed:duplicate (contract:editorial)
R0729	.agents/contracts/editorial-pass.md	Final editorial pass	8	gate-candidate	duplicate	contract:editorial			Run the pass after the content is complete and its facts, evidence, links, identifiers, paths, commands, required structure, and approval state are correct.	removed:duplicate (contract:editorial)
R0730	.agents/contracts/editorial-pass.md	Final editorial pass	8	method	duplicate	contract:editorial			This is the final content-editing step before the text is stored, published, or returned.	removed:duplicate (contract:editorial)
R0731	.agents/contracts/editorial-pass.md	Final editorial pass	13	method	duplicate	contract:editorial			Other providers apply this contract directly.	removed:duplicate (contract:editorial)
R0732	.agents/contracts/editorial-pass.md	Final editorial pass	13	method	duplicate	contract:editorial			The requested language and the author's intended voice remain in force.	removed:duplicate (contract:editorial)
R0733	.agents/contracts/editorial-pass.md	Editing rules	19	method	contract:editorial	contract:editorial			Read the complete text in context before changing it.	moved:contract:editorial
R0734	.agents/contracts/editorial-pass.md	Editing rules	19	method	contract:editorial	contract:editorial			Preserve meaning, facts, uncertainty, attribution, terminology, numbers, citations, links, formatting, and the operator's voice.	moved:contract:editorial
R0735	.agents/contracts/editorial-pass.md	Editing rules	19	method	contract:editorial	contract:editorial			Remove generic filler, repeated conclusions, empty importance framing, vague authority, unsupported benefits, marketing inflation, fake conversational transitions, and phrases that merely announce what the text is doing.	moved:contract:editorial
R0736	.agents/contracts/editorial-pass.md	Editing rules	19	readability	duplicate	workflow (one readability paragraph)			Replace abstract or ambiguous wording with the actual actor, action, condition, decision, input, or result when the source supports it.	removed:restatement (workflow working rules own it)
R0737	.agents/contracts/editorial-pass.md	Editing rules	19	readability	duplicate	workflow (one readability paragraph)			Prefer ordinary words and sentences that are natural in the requested language.	removed:restatement (workflow working rules own it)
R0738	.agents/contracts/editorial-pass.md	Editing rules	19	prohibition	contract:editorial	contract:editorial			Do not translate unless the artifact calls for translation.	moved:contract:editorial
R0739	.agents/contracts/editorial-pass.md	Editing rules	19	method	contract:editorial	contract:editorial			Keep a caveat when it carries material information, but state the condition directly instead of adding defensive boilerplate.	moved:contract:editorial
R0740	.agents/contracts/editorial-pass.md	Editing rules	19	evidence	contract:editorial	contract:editorial			Do not add facts, examples, guarantees, evidence, metrics, praise, urgency, or certainty to make the text sound stronger.	moved:contract:editorial
R0741	.agents/contracts/editorial-pass.md	Editing rules	19	readability	duplicate	workflow (one readability paragraph)			Do not edit source code, machine-readable values, logs, quoted material, legal text, or exact commands unless the task explicitly requires it.	removed:restatement (workflow working rules own it)
R0742	.agents/contracts/editorial-pass.md	Editing rules	19	method	contract:editorial	contract:editorial			Edit only the surrounding human-facing prose.	moved:contract:editorial
R0743	.agents/contracts/editorial-pass.md	Editing rules	19	prohibition	contract:editorial	contract:editorial			Do not mention the editorial pass inside the artifact.	moved:contract:editorial
R0744	.agents/contracts/editorial-pass.md	Completion check	40	evidence	contract:editorial	contract:editorial			Before returning the text, check that every paragraph has a specific purpose, every claim is as precise as its evidence allows, one concept keeps one name, and no sentence sounds reusable in an unrelated project without changes.	moved:contract:editorial
R0745	.agents/contracts/evidence.md	Claims	5	evidence	contract:evidence	contract:evidence			Classify every consequential claim as one of:	moved:contract:evidence
R0746	.agents/contracts/evidence.md	Claims	15	inheritance	contract:evidence	contract:evidence			Finding IDs use the short form `<product-prefix>-<SPS|S>-<number>`, such as `EX-SPS-01` for `singlepage` or `EX-S-01` for `startup`.	moved:contract:evidence
R0747	.agents/contracts/evidence.md	Claims	15	gate-candidate	contract:evidence	contract:evidence			A prefix starts with an uppercase letter, contains only uppercase letters/digits, and must be unique among products in the same source-layer catalog.	moved:contract:evidence
R0748	.agents/contracts/evidence.md	Claims	15	evidence	contract:evidence	contract:evidence			Every citation and `finding_ids` entry uses the complete short ID; expand ranges into explicit IDs.	moved:contract:evidence
R0749	.agents/contracts/evidence.md	Claims	15	inheritance	contract:evidence	contract:evidence			Finding declarations must match the document's source layer and registered product prefix; duplicate declarations are invalid, while repeated citations are allowed.	moved:contract:evidence
R0750	.agents/contracts/evidence.md	Claims	15	inheritance	contract:evidence	contract:evidence			Inherited findings retain their original source marker; `default` is never an owner.	moved:contract:evidence
R0751	.agents/contracts/evidence.md	Claims	15	evidence	contract:evidence	contract:evidence			Source-table IDs such as `S1` may remain local to one Research document; an external reference to one must also name that document, so local source labels never become ambiguous global identifiers.	moved:contract:evidence
R0752	.agents/contracts/evidence.md	Claims	15	readability	duplicate	workflow (one readability paragraph)			Client wording is not independently verified evidence.	removed:restatement (workflow working rules own it)
R0753	.agents/contracts/evidence.md	Claims	35	method	contract:evidence	contract:evidence			A GitHub commit and file snapshot may verify the exact committed content at its full SHA.	moved:contract:evidence
R0754	.agents/contracts/evidence.md	Claims	35	confirmation	contract:evidence	contract:evidence			A changed path alone is not a changed claim, and committed source does not by itself verify runtime behavior, integration, compatibility, adoption, or outcomes.	moved:contract:evidence
R0755	.agents/contracts/evidence.md	Claims	35	evidence	contract:evidence	contract:evidence			Record those limitations beside the affected claim during GitHub reconciliation.	moved:contract:evidence
R0756	.agents/contracts/evidence.md	Claims	40	method	contract:evidence	contract:evidence			For workflow routing, separately classify who can resolve an unknown:	moved:contract:evidence
R0757	.agents/contracts/evidence.md	Claims	42	evidence	contract:evidence	contract:evidence			an `operator-fact` requires operator input or an existing attributable operator source; a `research-question` requires external evidence; a `professional-choice` is proposed by the owning role; an `evidence-gap` remains missing until proof exists or an experiment produces it.	moved:contract:evidence
R0758	.agents/contracts/evidence.md	Claims	49	evidence	contract:evidence	contract:evidence			An `assumption` may make a proposal explicit but cannot satisfy an `operator-fact`, including budget, available time, reachable contacts, current customers or users, rights and license intent, support capacity, geography, decision authority, assets, or non-goals.	moved:contract:evidence
R0759	.agents/contracts/evidence.md	Source ownership	56	evidence	contract:evidence	contract:evidence			There is no separate project Evidence document or global fact/change register.	moved:contract:evidence
R0760	.agents/contracts/evidence.md	Source ownership	56	method	contract:evidence	contract:evidence			Record client answers and material constraints once in Brief or product models.	moved:contract:evidence
R0761	.agents/contracts/evidence.md	Source ownership	56	confirmation	contract:evidence	contract:evidence			The dialogue and explicit document confirmation establish the user's decisions; do not create a second record of every question, answer, edit, or approval.	moved:contract:evidence
R0762	.agents/contracts/evidence.md	Source ownership	56	evidence	contract:evidence	contract:evidence			Keep only source attribution or limitations needed to interpret a current claim.	moved:contract:evidence
R0763	.agents/contracts/evidence.md	Source ownership	62	evidence	contract:evidence	contract:evidence			External market findings, dated sources, inference, and missing proof belong to the relevant product Research.	moved:contract:evidence
R0764	.agents/contracts/evidence.md	Source ownership	62	method	contract:evidence	contract:evidence			File origin and usage rights belong to Assets.	moved:contract:evidence
R0765	.agents/contracts/evidence.md	Source ownership	62	method	contract:evidence	contract:evidence			Document metadata owns confirmation and upstream review status.	moved:contract:evidence
R0766	.agents/contracts/evidence.md	Source ownership	62	workflow	contract:evidence	contract:evidence			Current documents must be self-contained; do not force agents to reread Git history for ordinary stage work.	moved:contract:evidence
R0767	.agents/contracts/evidence.md	Source ownership	68	migration	contract:evidence	contract:evidence			"In a current document, a source title, retired register code, or phrase such as ""operator confirmation"" is not enough on its own."	moved:contract:evidence
R0768	.agents/contracts/evidence.md	Source ownership	68	confirmation	contract:evidence	contract:evidence			For an approval, say what was approved and what remains outside it.	moved:contract:evidence
R0769	.agents/contracts/evidence.md	Source ownership	68	prohibition	contract:evidence	contract:evidence			Keep working links and asset IDs for navigation, but never make their labels the only explanation.	moved:contract:evidence
R0770	.agents/contracts/evidence.md	Source ownership	68	migration	contract:evidence	contract:evidence			When retiring a source, recover only the material meaning from attributable records; do not invent missing context or copy its full history into the document.	moved:contract:evidence
R0771	.agents/contracts/evidence.md	Source ownership	77	gate-candidate	contract:evidence	contract:evidence			Its source classification, date, scope and scoped confirmation may be keyed to that fact or section in frontmatter; they need not be repeated as narrative attribution.	moved:contract:evidence
R0772	.agents/contracts/evidence.md	Source ownership	77	evidence	contract:evidence	contract:evidence			Do not infer absence of team testing from absence of external adoption evidence.	moved:contract:evidence
R0773	.agents/contracts/evidence.md	Source ownership	77	evidence	contract:evidence	contract:evidence			A supplied internal-test statement remains an attributable client claim; it neither needs an external testimonial nor establishes measured customer outcomes.	moved:contract:evidence
R0774	.agents/contracts/evidence.md	Source ownership	85	gate-candidate	contract:evidence	contract:evidence			Strategy may likewise keep exact URLs, dates, finding IDs, classifications and limitations in frontmatter keyed to its current decisions.	moved:contract:evidence
R0775	.agents/contracts/evidence.md	Source ownership	85	method	contract:evidence	contract:evidence			Traceability remains required for agents; visible citation prose is not required for this internal review document.	moved:contract:evidence
R0776	.agents/contracts/evidence.md	Source ownership	92	inheritance	contract:evidence	contract:evidence			Inherited framework facts are reference context, not automatically the client's facts.	moved:contract:evidence
R0777	.agents/contracts/evidence.md	Source ownership	92	inheritance	contract:evidence	contract:evidence			Record applicable client answers in the startup owner and obtain the required project-specific confirmation.	moved:contract:evidence
R0778	.agents/contracts/evidence.md	Source ownership	92	evidence	contract:evidence	contract:evidence			A research finding cannot silently overwrite client input; ask when it contradicts that input.	moved:contract:evidence
R0779	.agents/contracts/evidence.md	Assets	99	evidence	contract:evidence	contract:evidence			Every asset entry records a stable ID, source type (`client`, `generated`, `stock`, or `public-reference`), evidence flag, rights status, purpose, related artifacts, allowed use, prohibited use, prompt when applicable, and source/tool.	moved:contract:evidence
R0780	.agents/contracts/evidence.md	Assets	99	inheritance	split	contract:evidence + gate			Store accepted client and public-reference source files below `assets/<layer>/intake/`; the layer that accepts the input owns the physical file even when its registry entry is later visible through inheritance.	split:contract:evidence + gate
R0781	.agents/contracts/evidence.md	Assets	99	confirmation	split	contract:evidence + gate			Every `generated` entry also records `lifecycle: proposed` until operator approval changes it to `approved`, plus the stable `proposal_id` declared as the current `Visual proposal ID` in the design artifact.	split:contract:evidence + gate
R0782	.agents/contracts/evidence.md	Assets	99	confirmation	split	contract:evidence + gate			Rejection, withdrawal, supersession, or upstream invalidation removes both the generated file and its registry entry; do not add a `withdrawn`, `rejected`, `superseded`, `stale`, or provenance-only lifecycle.	split:contract:evidence + gate
R0783	.agents/contracts/evidence.md	Assets	113	migration	split	contract:evidence + gate			Before cleanup, preserve the current constraint in its owning Design/Brief section and identify the exact retired proposal in the change description.	split:contract:evidence + gate
R0784	.agents/contracts/evidence.md	Assets	113	prohibition	split	contract:evidence + gate			Git retains the rejection history; do not create a second rejection register.	split:contract:evidence + gate
R0785	.agents/contracts/evidence.md	Assets	113	migration	split	contract:evidence + gate			The retired proposal cannot remain current in Design, Assets, or generated files.	split:contract:evidence + gate
R0786	.agents/contracts/evidence.md	Assets	118	method	split	contract:evidence + gate			Before visual Design generation, record whether existing project assets and preferred external references were supplied or explicitly absent.	split:contract:evidence + gate
R0787	.agents/contracts/evidence.md	Assets	118	method	split	contract:evidence + gate			For owned materials, record provenance, rights, and whether use is mandatory, adaptable, replaceable, or reference-only.	split:contract:evidence + gate
R0788	.agents/contracts/evidence.md	Assets	118	evidence	contract:evidence	contract:evidence			For every materially used external reference, record the source and the specific observable quality to pursue or avoid.	moved:contract:evidence
R0789	.agents/contracts/evidence.md	Assets	118	confirmation	split	contract:evidence + gate			Keep unconfirmed visual inference distinguishable from a client requirement; absence of professional vocabulary is not missing taste input.	split:contract:evidence + gate
R0790	.agents/contracts/evidence.md	Assets	118	evidence	contract:evidence	contract:evidence			Reference status alone does not establish permission to publish or reuse a third-party source file.	moved:contract:evidence
R0791	.agents/contracts/evidence.md	Assets	118	method	split	contract:evidence + gate			Inspect that asset's recorded origin, license and allowed use.	split:contract:evidence + gate
R0792	.agents/contracts/evidence.md	Assets	118	method	split	contract:evidence + gate			Distinguish third-party examples from the project's supplied logo, selected colors and fonts permitted for use: those project choices are inputs to apply.	split:contract:evidence + gate
R0793	.agents/contracts/evidence.md	Assets	118	prohibition	split	contract:evidence + gate			Do not turn a reference label into a blanket ban on matching colors, using selected fonts or applying supplied identity assets.	split:contract:evidence + gate
R0794	.agents/contracts/evidence.md	Assets	136	evidence	contract:evidence	contract:evidence			Generated, stock, or public-reference imagery must not be presented as the client's portfolio, completed work, customer result, team, office, or owned equipment without explicit evidence and rights confirmation.	moved:contract:evidence
R0795	.agents/contracts/evidence.md	Assets	140	method	split	contract:evidence + gate			Automatic cleanup is limited to exact paths owned by `generated` entries that are no longer referenced by a current proposed or approved artifact.	split:contract:evidence + gate
R0796	.agents/contracts/evidence.md	Assets	140	method	split	contract:evidence + gate			Remove a client, stock, or public-reference input only after an attributable owning decision marks the exact item rejected, replaced, duplicated, or no longer needed.	split:contract:evidence + gate
R0797	.agents/contracts/evidence.md	Assets	140	confirmation	split	contract:evidence + gate			Verify its registry ID, exact path, and current references first, then remove the file, registry entry, and stale current-artifact mentions in one change.	split:contract:evidence + gate
R0798	.agents/contracts/evidence.md	Assets	140	prohibition	split	contract:evidence + gate			Git retains history; age alone never authorizes deletion.	split:contract:evidence + gate
R0799	.agents/contracts/evidence.md	Assets	140	workflow	split	contract:evidence + gate			A handoff fails when Design, registry, and file do not share one current proposal ID, a generated registry path is missing, a generated output remains orphaned anywhere below `assets/<layer>/generated/`, or Design still names an asset absent from the active registry.	split:contract:evidence + gate
R0800	.agents/contracts/evidence.md	Research conduct	154	evidence	contract:evidence	contract:evidence			Record material limitations, uncertainty, conflicts of interest, and the date a source was accessed.	moved:contract:evidence
R0801	.agents/contracts/evidence.md	Research conduct	154	prohibition	contract:evidence	contract:evidence			Do not fabricate participants, quotations, market size, competitor facts, or causal conclusions.	moved:contract:evidence
R0802	.agents/contracts/github-reconciliation.md	Purpose and boundary	5	workflow	contract:github	contract:github			Before every `singlepagestartup` invocation, inspect the configured GitHub repository for relevant commits published after the first approved strategy commit.	moved:contract:github
R0803	.agents/contracts/github-reconciliation.md	Purpose and boundary	5	method	contract:github	contract:github			Chat is not the change detector.	moved:contract:github
R0804	.agents/contracts/github-reconciliation.md	Purpose and boundary	5	workflow	contract:github	contract:github			Local, uncommitted, and unpushed files are outside this preflight and remain protected as user work.	moved:contract:github
R0805	.agents/contracts/github-reconciliation.md	Purpose and boundary	10	workflow	contract:github	contract:github			Run this before reading or reconciling the normal stage cursor:	moved:contract:github
R0806	.agents/contracts/github-reconciliation.md	Purpose and boundary	16	inheritance	contract:github	contract:github			The command resolves the repository identity and active layer through the same workspace resolver used to load artifacts, then fetches that layer's configured GitHub remote, resolves its canonical branch, and returns structured JSON.	moved:contract:github
R0807	.agents/contracts/github-reconciliation.md	Purpose and boundary	16	inheritance	contract:github	contract:github			The caller does not select a layer.	moved:contract:github
R0808	.agents/contracts/github-reconciliation.md	Purpose and boundary	16	inheritance	contract:github	contract:github			`--layer` may be supplied only as a diagnostic assertion and fails when it disagrees with automatic resolution.	moved:contract:github
R0809	.agents/contracts/github-reconciliation.md	Purpose and boundary	16	workflow	contract:github	contract:github			A GitHub or fetch failure is fail-closed: stop before professional work and report the unavailable preflight.	moved:contract:github
R0810	.agents/contracts/github-reconciliation.md	Purpose and boundary	16	confirmation	contract:github	contract:github			Never claim that no changes exist from a stale local remote-tracking ref.	moved:contract:github
R0811	.agents/contracts/github-reconciliation.md	Purpose and boundary	27	workflow	contract:github	contract:github			`singlepagestartup/singlepagestartup` resolves to `singlepage` and may update only `singlepage` state, ledger, and living sources; an unlisted downstream repository resolves to `startup` and may update only `startup` state, ledger, and living sources; a conflicting gitignored `active_layer` is a hard failure and cannot override a detected repository identity; every strategy path and affected artifact ID in a reconciliation config must belong to its filename's layer, or the preflight fails before fetching or writing anything.	moved:contract:github
R0812	.agents/contracts/github-reconciliation.md	Purpose and boundary	37	inheritance	contract:github	contract:github			A downstream checkout never writes the inherited `singlepage` sources.	moved:contract:github
R0813	.agents/contracts/github-reconciliation.md	Purpose and boundary	37	inheritance	contract:github	contract:github			When a framework change is synchronized into a downstream repository, inspect its effect on that project's resolved behavior and record only project-specific adoption, contradiction, or evidence in `startup` sources.	moved:contract:github
R0814	.agents/contracts/github-reconciliation.md	Baseline and ledger	52	workflow	contract:github	contract:github			The baseline is discovered on every invocation as the earliest commit on the configured GitHub branch whose layer Strategy has valid user-confirmation metadata.	moved:contract:github
R0815	.agents/contracts/github-reconciliation.md	Baseline and ledger	52	prohibition	contract:github	contract:github			Do not guess or store a chat-derived baseline.	moved:contract:github
R0816	.agents/contracts/github-reconciliation.md	Baseline and ledger	52	method	contract:github	contract:github			Before that commit is published, `waiting-for-baseline` is expected and the normal workflow may continue; report that GitHub monitoring is not active yet.	moved:contract:github
R0817	.agents/contracts/github-reconciliation.md	Baseline and ledger	60	method	contract:github	contract:github			The scan covers every later commit.	moved:contract:github
R0818	.agents/contracts/github-reconciliation.md	Baseline and ledger	60	confirmation	contract:github	contract:github			A commit is pending only when one of its changed or renamed paths matches a configured relevance rule and its full SHA is absent from `reconciliations`.	moved:contract:github
R0819	.agents/contracts/github-reconciliation.md	Baseline and ledger	60	method	contract:github	contract:github			Irrelevant commits require no ledger row.	moved:contract:github
R0820	.agents/contracts/github-reconciliation.md	Baseline and ledger	60	inheritance	contract:github	contract:github			Layer-configured ignore paths must exclude the reconciliation ledger and other workflow-only files from broad application-code rules so recording a result cannot trigger itself.	moved:contract:github
R0821	.agents/contracts/github-reconciliation.md	Reconciliation	71	method	contract:github	contract:github			For each pending relevant commit, inspect its GitHub snapshot and diff without checking out or overwriting the operator's working tree.	moved:contract:github
R0822	.agents/contracts/github-reconciliation.md	Reconciliation	71	confirmation	contract:github	contract:github			A matching path is a review trigger, not proof that a public claim changed.	moved:contract:github
R0823	.agents/contracts/github-reconciliation.md	Reconciliation	77	evidence	contract:github	contract:github			`no-material-effect`: the current file change does not alter a business fact, proof boundary, decision, claim, experiment gate, brand rule, website behavior, or selected marketing creative; `material`: the current GitHub snapshot changes at least one of those items.	moved:contract:github
R0824	.agents/contracts/github-reconciliation.md	Reconciliation	84	method	contract:github	contract:github			Preserve a commit/path reference beside that statement only when needed to support its meaning.	moved:contract:github
R0825	.agents/contracts/github-reconciliation.md	Reconciliation	84	method	contract:github	contract:github			A committed file proves its content, not runtime behavior or outcomes.	moved:contract:github
R0826	.agents/contracts/github-reconciliation.md	Reconciliation	84	evidence	contract:github	contract:github			Do not create an Evidence row or a duplicate changelog.	moved:contract:github
R0827	.agents/contracts/github-reconciliation.md	Reconciliation	84	method	contract:github	contract:github			Resolve reverse dependencies, including product files, under the document confirmation contract.	moved:contract:github
R0828	.agents/contracts/github-reconciliation.md	Reconciliation	84	confirmation	contract:github	contract:github			Review `stale` inputs and rerun only contradicted owners; refresh dependency snapshots only after checking the impact.	moved:contract:github
R0829	.agents/contracts/github-reconciliation.md	Reconciliation	84	inheritance	contract:github	contract:github			Record the commit, `material` outcome, affected artifacts, and a compact English summary in the layer ledger only after every required side effect succeeds.	moved:contract:github
